order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee,Status,Complain,Refund,Account Number,Phone Number
ORDJ00256,5/5/18,12:03:22,Lunch,TP,"[('Chicken', 6), ('Salad', 2), ('Steak', 8), ('Fries', 10)]",706.4,-37.8140574,144.9481379,0,9.526,14.4961857,Delivered,0,0,639000000000 ,332.456.0290
ORDX04313,18/6/18,13:34:38,Lunch,BK,"[('Steak', 3), ('Fries', 1), ('Chicken', 4), ('Burger', 1), ('Salad', 5)]",392,-37.8190906,144.9756577,0,7.499,13.4627454,Delivered,0,0,3541890000000000 ,126-486-2964x5137
ORDJ08675,27/7/18,14:45:38,Lunch,TP,"[('Fries', 5), ('Burger', 3), ('Steak', 4)]",333,-37.8104509,144.9834662,0,9.49,12.506329,Delivered,0,0,4571730000000000000 ,806.606.5735x4712
ORDY05824,24/2/18,9:41:24,Breakfast,TP,"[('Eggs', 5), ('Coffee', 4), ('Pancake', 9)]",358.25,-37.81304,144.9904018,0,10.073,14.1303834,Delivered,0,0,2471740000000000 ,+1-418-927-6266x237
ORDK06770,24/2/18,9:41:24,Breakfast,BK,"[('Cereal', 8), ('Eggs', 2)]",212,-37.8163473,144.9509305,0,9.775,17.1518503,Delivered,0,0,4671450000000000000 ,825-717-3407x970
ORDK03548,20/11/18,18:38:52,Dinner,BK,"[('Pasta', 3), ('Salmon', 7)]",369.5,-37.8263024,145.0186793,0,5.247,12.3176397,Delivered,0,0,4216450000000000 ,(148)926-7173
ORDC09562,23/10/18,17:48:10,Dinner,NS,"[('Pasta', 1), ('Salmon', 6), ('Fish&Chips', 1), ('Shrimp', 4)]",524.5,-37.8082426,144.9481888,0,8.825,15.1207023,Delivered,0,0,4447590000000000000 ,(640)140-0468x96714
ORDX05723,13/5/18,12:23:39,Lunch,BK,"[('Chicken', 10), ('Salad', 6), ('Steak', 5), ('Fries', 6)]",720.2,-37.8042876,144.9602094,0,7.826,24.37252995,Delivered,0,0,30500000000000 ,391-014-4851x832
ORDK07596,28/4/18,11:53:14,Breakfast,BK,"[('Eggs', 7), ('Coffee', 8), ('Cereal', 2)]",256,-37.8230646,144.968504,0,8.079,15.9137052,Delivered,0,0,213000000000000 ,4482983816
ORDA08184,12/10/18,17:27:53,Dinner,BK,"[('Pasta', 4), ('Salmon', 1), ('Shrimp', 2)]",259,-37.8180087,144.9668486,0,7.529,14.8801212,Delivered,0,0,180000000000000 ,001-864-475-9221x1669
ORDI10763,5/3/18,10:01:41,Breakfast,NS,"[('Pancake', 2), ('Coffee', 2), ('Cereal', 1)]",84.5,-37.8163155,144.9511666,0,10.04,14.9200895,Delivered,0,0,2283170000000000 ,(845)763-7785x707
ORDB07956,8/1/18,8:10:08,Breakfast,TP,"[('Coffee', 2), ('Cereal', 4), ('Eggs', 3)]",165,-37.8161613,144.9390294,1,10.284,3.56804495,Delivered,0,0,3552330000000000 ,709.305.7608
ORDI03709,8/6/18,13:14:21,Lunch,NS,"[('Fries', 1), ('Salad', 10)]",184,-37.804626,144.9513393,0,8.287,13.892705,Delivered,0,0,3506030000000000 ,001-160-501-9044x32943
ORDY02555,22/4/18,11:32:57,Breakfast,TP,"[('Coffee', 10), ('Cereal', 9), ('Eggs', 8)]",440,-37.8191217,144.9522994,0,8.611,13.1671228,Delivered,0,0,2704570000000000 ,756-256-6272
ORDJ08123,28/11/18,18:59:09,Dinner,TP,"[('Salmon', 4), ('Shrimp', 6), ('Fish&Chips', 4)]",628,-37.8211073,144.9654739,0,7.371,12.0605834,Delivered,0,0,213000000000000 ,(232)756-6763x37390
ORDZ04320,22/5/18,12:33:48,Lunch,NS,"[('Chicken', 10), ('Burger', 10), ('Salad', 10)]",802,-37.8254721,144.9531489,0,9.961,15.9634391,Delivered,0,0,584000000000 ,001-031-250-2394x918
ORDC01370,18/6/18,13:34:38,Lunch,NS,"[('Fries', 7), ('Steak', 7)]",399,-37.8227308,145.0153099,0,11.765,17.5706627,Delivered,0,0,2705590000000000 ,001-567-088-6977
ORDB05225,27/12/18,20:00:00,Dinner,TP,"[('Fish&Chips', 5), ('Shrimp', 8), ('Salmon', 6)]",853,-37.8156084,144.9357637,0,10.547,14.6101818,Delivered,0,0,4334450000000000 ,735.400.0250
ORDK01963,1/1/18,8:00:00,Breakfast,BK,"[('Coffee', 6), ('Cereal', 8), ('Eggs', 7)]",367,-37.8070943,144.9559785,1,8.242,6.2742214,Delivered,0,0,587000000000 ,021.639.6837
ORDI08728,20/12/18,19:39:43,Dinner,NS,"[('Pasta', 9), ('Fish&Chips', 2), ('Salmon', 10)]",727.5,-37.8093528,144.9458259,0,9.004,14.98199,Delivered,0,0,4263790000000000 ,(919)155-8754
ORDK04244,27/9/18,16:57:27,Dinner,BK,"[('Salmon', 2), ('Fish&Chips', 3), ('Shrimp', 7)]",565,-37.8077584,144.9436271,0,9.356,16.1606495,Delivered,0,0,2705560000000000 ,351385334
ORDX03769,29/1/18,8:50:42,Breakfast,BK,"[('Pancake', 10), ('Eggs', 10), ('Coffee', 5)]",500,-37.8109297,145.0153861,0,3.627,7.9480727,Delivered,0,0,30400000000000 ,448.647.5304x81077
ORDA04063,7/7/18,14:15:12,Lunch,BK,"[('Chicken', 2), ('Fries', 5), ('Steak', 10), ('Salad', 9), ('Burger', 8)]",976.8,-37.8092376,145.0129581,0,3.791,5.8794083,Delivered,0,0,4088600000000000 ,001-067-771-1131
ORDC05013,24/4/18,11:43:05,Breakfast,NS,"[('Eggs', 4), ('Coffee', 7)]",140.5,-37.8014087,145.0020552,0,9.227,14.130603,Delivered,0,0,4318450000000000 ,+1-263-791-6860x2373
ORDX05106,13/3/18,10:21:58,Breakfast,BK,"[('Pancake', 9), ('Coffee', 3)]",240.75,-37.8238359,144.9814255,0,6.971,11.9541521,Delivered,0,0,6011030000000000 ,455-618-4983
ORDY00672,4/3/18,10:01:41,Breakfast,TP,"[('Coffee', 2), ('Eggs', 7), ('Pancake', 6)]",314.5,-37.8236483,144.940564,0,9.493,13.3683607,Delivered,0,0,3532370000000000 ,-5873
ORDB01262,28/12/18,20:00:00,Dinner,TP,"[('Salmon', 4), ('Fish&Chips', 8), ('Shrimp', 2), ('Pasta', 9)]",799.5,-37.7973074,145.0090702,0,12.946,16.7550221,Delivered,0,0,30300000000000 ,126.334.0886x0164
ORDK02900,23/5/18,12:43:56,Lunch,BK,"[('Burger', 7), ('Steak', 10), ('Salad', 10)]",839,-37.8150449,144.9886685,0,5.638,11.1807187,Delivered,0,0,4350000000000 ,953-843-3184
ORDA01562,29/10/18,17:58:18,Dinner,BK,"[('Salmon', 6), ('Pasta', 6)]",411,-37.800964,144.9909789,0,6.714,13.0421746,Delivered,0,0,180000000000000 ,357.492.2088x55902
ORDJ04171,1/11/18,18:08:27,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 1)]",200,-37.8253837,144.9815371,0,8.999,6.68231475,Delivered,0,0,213000000000000 ,+1-228-123-7933x23659
ORDB02346,28/4/18,11:53:14,Breakfast,TP,"[('Coffee', 9), ('Cereal', 10), ('Eggs', 3)]",343.5,-37.8235004,144.9690153,0,7.972,12.0904834,Delivered,0,0,3562380000000000 ,719.089.5774x038
ORDJ07414,31/12/18,20:00:00,Dinner,TP,"[('Fish&Chips', 10), ('Pasta', 2), ('Shrimp', 3), ('Salmon', 2)]",649,-37.8052862,145.0053315,0,12.011,15.7683381,Delivered,0,0,4870920000000000000 ,778.514.2963x54603
ORDX08183,20/12/18,19:39:43,Dinner,BK,"[('Salmon', 10), ('Pasta', 2), ('Shrimp', 7)]",843,-37.8097809,144.9481965,0,8.947,15.6160311,Delivered,0,0,4302820000000000 ,3573452405
ORDY02349,5/3/18,10:01:41,Breakfast,TP,"[('Cereal', 2), ('Pancake', 1)]",66.25,-37.8210294,145.0008476,0,10.668,13.0932735,Delivered,0,0,576000000000 ,025.070.0300x351
ORDI07273,12/6/18,13:24:30,Lunch,NS,"[('Salad', 2), ('Burger', 7), ('Steak', 10), ('Chicken', 5), ('Fries', 7)]",945.4,-37.8023258,144.9578716,0,7.47,12.9180702,Delivered,0,0,4654760000000000 ,+1-562-376-2542x5660
ORDB07616,28/9/18,16:57:27,Dinner,TP,"[('Fish&Chips', 1), ('Salmon', 10), ('Shrimp', 10)]",985,-37.8092723,144.9457444,0,9.806,14.0637548,Delivered,0,0,6507620000000000 ,488-709-1662x08298
ORDJ07742,27/4/18,11:53:14,Breakfast,TP,"[('Pancake', 10), ('Coffee', 1), ('Eggs', 2), ('Cereal', 1)]",315,-37.811034,144.9649253,0,8.487,11.0873135,Delivered,0,0,180000000000000 ,+1-215-323-0282x16919
ORDB01661,26/4/18,11:43:05,Breakfast,TP,"[('Pancake', 1), ('Coffee', 9)]",91.75,-37.8190856,144.9528457,0,8.57,11.0652225,Delivered,0,0,3539850000000000 ,299.045.6007x1542
ORDJ00022,31/7/18,14:55:46,Lunch,TP,"[('Steak', 8), ('Salad', 5), ('Fries', 1), ('Chicken', 1)]",490,-37.8232307,144.9558116,0,8.046,11.7097134,Delivered,0,0,4576960000000000000 ,(852)654-7604x848
ORDY04183,27/2/18,9:51:32,Breakfast,TP,"[('Coffee', 3), ('Eggs', 1)]",44.5,-37.8105086,144.9656708,0,8.618,11.7863725,Delivered,0,0,4640000000000000 ,(089)840-7616x570
ORDJ05253,18/8/18,15:36:20,Lunch,TP,"[('Salad', 5), ('Fries', 8), ('Chicken', 9), ('Burger', 9), ('Steak', 7)]",1064,-37.813288,145.0104152,0,12.058,16.2278921,Delivered,0,0,4640000000000 ,494388564
ORDX04693,20/11/18,18:38:52,Dinner,BK,"[('Salmon', 4), ('Fish&Chips', 1)]",199,-37.8197918,145.0149028,0,4.378,11.0298393,Delivered,0,0,4296570000000000 ,(953)985-2250
ORDI01729,11/5/18,12:13:31,Lunch,NS,"[('Fries', 1), ('Chicken', 3), ('Burger', 10), ('Steak', 7)]",733,-37.8105541,145.0047871,0,9.897,15.4992319,Delivered,0,0,180000000000000 ,092.554.4576x962
ORDB05820,24/2/18,9:41:24,Breakfast,TP,"[('Pancake', 5), ('Eggs', 1), ('Cereal', 9)]",332.25,-37.8003874,145.0057105,0,12.393,16.25225,Delivered,0,0,378000000000000 ,2907250749
ORDC05399,29/12/18,20:00:00,Dinner,NS,"[('Pasta', 1), ('Salmon', 8)]",355.5,-37.8162882,144.9372753,0,10.024,18.1767417,Delivered,0,0,4951410000000000 ,(864)282-1291
ORDJ02620,1/1/18,8:00:00,Breakfast,TP,"[('Pancake', 1), ('Eggs', 6)]",156.25,-37.7992717,144.9772228,1,10.242,6.4522291,Delivered,0,0,6010000000000000 ,001-896-644-4064x4888
ORDJ05543,3/8/18,15:05:54,Lunch,TP,"[('Steak', 9), ('Burger', 8), ('Chicken', 2)]",717,-37.8194059,144.9714696,0,7.561,11.2749695,Delivered,0,0,60450131879 ,536.208.2965
ORDB07107,6/8/18,15:05:54,Lunch,TP,"[('Chicken', 10), ('Steak', 2)]",410,-37.8072432,144.9687506,0,9.184,12.3193883,Delivered,0,0,639000000000 ,(086)930-5823x570
ORDY09538,20/5/18,12:33:48,Lunch,TP,"[('Fries', 8), ('Steak', 10), ('Burger', 9)]",825,-37.8099889,144.9953274,0,10.625,15.5711322,Delivered,0,0,30300000000000 ,001-393-426-1973
ORDZ06237,10/11/18,18:18:35,Dinner,NS,"[('Shrimp', 3), ('Pasta', 6), ('Salmon', 8), ('Fish&Chips', 9)]",970,-37.8131932,144.9364189,0,10.389,18.1345084,Delivered,0,0,3560000000000000 ,001-781-327-1664
ORDB06554,13/2/18,9:21:07,Breakfast,TP,"[('Cereal', 7), ('Coffee', 9), ('Pancake', 7)]",384.25,-37.8249166,144.9920157,0,9.759,12.6875633,Delivered,0,0,3572780000000000 ,595.140.7043
ORDK04716,13/10/18,17:27:53,Dinner,BK,"[('Fish&Chips', 10), ('Salmon', 10), ('Pasta', 1), ('Shrimp', 6)]",1111.5,-37.7993323,144.9837031,0,6.736,16.008953,Delivered,0,0,30300000000000 ,+1-666-097-5929x450
ORDI05563,20/6/18,13:34:38,Lunch,NS,"[('Salad', 1), ('Burger', 7)]",234.2,-37.808915,145.0102942,0,10.167,15.7684612,Delivered,0,0,630000000000 ,820-195-5013x1870
ORDB07767,5/3/18,10:01:41,Breakfast,TP,"[('Eggs', 7), ('Cereal', 1)]",175,-37.8216979,144.951984,0,8.488,11.6095654,Delivered,0,0,379000000000000 ,056.246.2926
ORDY01449,5/6/18,13:04:13,Lunch,TP,"[('Salad', 1), ('Steak', 2)]",107.2,-37.8080709,144.9519654,0,9.301,12.5930824,Delivered,0,0,676000000000 ,+1-802-227-0808x62591
ORDY07293,10/12/18,19:19:26,Dinner,TP,"[('Shrimp', 5), ('Salmon', 2), ('Pasta', 8)]",572,-37.8120673,144.9381956,0,10.817,14.4348678,Delivered,0,0,4994500000000000000 ,243-454-4872
ORDK05416,24/6/18,13:44:47,Lunch,BK,"[('Chicken', 2), ('Fries', 5)]",124,-37.8260405,144.983526,0,6.946,15.1029045,Delivered,0,0,502000000000 ,001-782-092-8051
ORDB08113,28/11/18,18:59:09,Dinner,TP,"[('Salmon', 9), ('Shrimp', 3), ('Pasta', 2)]",586,-37.812911,144.9282021,0,11.641,15.5542002,Delivered,0,0,379000000000000 ,(793)782-5278
ORDC05890,31/8/18,15:56:37,Lunch,NS,"[('Fries', 4), ('Burger', 9), ('Chicken', 6)]",519,-37.8019364,144.9581536,0,7.386,13.0085846,Delivered,0,0,2274010000000000 ,1850116959
ORDK03383,10/7/18,14:15:12,Lunch,BK,"[('Fries', 9), ('Chicken', 2), ('Salad', 10)]",344,-37.8246994,144.9848133,0,6.833,13.084261,Delivered,0,0,3550760000000000 ,(685)125-0220x593
ORDJ08722,9/1/18,8:10:08,Breakfast,TP,"[('Pancake', 7), ('Coffee', 2)]",184.75,-37.8145621,144.9382235,1,10.304,6.2686151,Delivered,0,0,2255930000000000 ,460925160
ORDY02448,5/4/18,11:02:32,Breakfast,TP,"[('Coffee', 1), ('Pancake', 8), ('Cereal', 4)]",285.5,-37.8019718,144.9939704,0,11.272,13.4915114,Delivered,0,0,676000000000 ,(994)497-6207x436
ORDY06610,10/5/18,12:13:31,Lunch,TP,"[('Steak', 4), ('Burger', 8)]",428,-37.8019877,144.9637723,0,9.531,13.060897,Delivered,0,0,5460670000000000 ,1105026905
ORDC10392,29/3/18,10:52:23,Breakfast,NS,"[('Eggs', 4), ('Cereal', 9)]",277,-37.8066047,144.9593586,0,7.739,6.53164145,Delivered,0,0,585000000000 ,(877)108-6408x115
ORDI07184,21/11/18,18:38:52,Dinner,NS,"[('Pasta', 3), ('Fish&Chips', 6), ('Shrimp', 6), ('Salmon', 1)]",657.5,-37.8075895,144.980448,0,7.593,13.6766025,Delivered,0,0,4914490000000000 ,170-284-0065x282
ORDC00054,10/6/18,13:14:21,Lunch,NS,"[('Chicken', 5), ('Fries', 9), ('Steak', 9)]",673,-37.8209705,144.9849661,0,9.235,16.3298343,Delivered,0,0,36600000000000 ,(239)507-6033
ORDX03979,13/6/18,13:24:30,Lunch,BK,"[('Chicken', 6), ('Burger', 3), ('Steak', 8), ('Fries', 2), ('Salad', 3)]",720.6,-37.8243262,144.9554548,0,9.438,15.1293447,Delivered,0,0,180000000000000 ,523.532.6759x2690
ORDJ07553,19/8/18,15:36:20,Lunch,TP,"[('Steak', 3), ('Fries', 7), ('Salad', 7), ('Burger', 8)]",587.4,-37.8150466,144.960811,0,8.21,13.2702435,Delivered,0,0,3557800000000000 ,(906)220-0580
ORDK07226,11/9/18,16:27:02,Dinner,BK,"[('Salmon', 1), ('Shrimp', 2), ('Pasta', 3)]",231.5,-37.8085022,144.9680061,0,7.003,14.1117695,Delivered,0,0,6011650000000000 ,1992260669
ORDX01343,17/11/18,18:38:52,Dinner,BK,"[('Fish&Chips', 3), ('Shrimp', 9)]",591,-37.799771,144.9750334,0,7.251,8.4881743,Delivered,0,0,676000000000 ,001-532-583-8612x695
ORDC00733,2/5/18,11:53:14,Breakfast,NS,"[('Coffee', 8), ('Eggs', 6)]",192,-37.8086478,144.9529789,0,8.501,13.2179264,Delivered,0,0,4308280000000000 ,001-663-763-6376x91448
ORDB00536,15/4/18,11:22:49,Breakfast,TP,"[('Eggs', 8), ('Coffee', 6)]",221,-37.8070706,144.9712662,0,9.379,13.0136223,Delivered,0,0,38800000000000 ,099-734-0956x1802
ORDI07812,6/12/18,19:09:17,Dinner,NS,"[('Salmon', 7), ('Pasta', 8), ('Shrimp', 2), ('Fish&Chips', 10)]",965,-37.8161613,144.9390294,0,8.119,14.4764692,Delivered,1,1,180000000000000 ,097-951-9426
ORDJ02460,12/6/18,13:24:30,Lunch,TP,"[('Chicken', 8), ('Salad', 6), ('Fries', 8), ('Burger', 8), ('Steak', 1)]",748.2,-37.8164233,144.9447928,0,9.935,13.406354,Delivered,0,0,38100000000000 ,629-481-5525x780
